id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
867923543803223988,Großzügige Whg im Herzen Berlins,9300875,Sophie,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51498358299548,13.305765188378961,Entire home/apt,143,6,0,,,1,225,0,04/Z/AZ/014048-23
867942287055057182,"Loft with Pool Table, Kitchen Island & Gallery",261154935,Sophie,Charlottenburg-Wilm.,Mierendorffplatz,52.52434,13.30738,Entire home/apt,317,2,83,2025-06-18,3.17,7,120,52,
868020665866472550,Bright & Quiet Flat in Schöneberg,442176049,Helen,Tempelhof - Schöneberg,Schöneberg-Süd,52.48355563603514,13.356777919589177,Entire home/apt,255,3,3,2025-06-02,0.80,2,350,3,07/Z/RA/018919-24
868099636444847755,Spreeapartment JULIA Hausboot mit Kamin,276230451,Frank,Lichtenberg,Rummelsburger Bucht,52.49124757112595,13.488843742852778,Entire home/apt,217,2,24,2025-05-21,0.92,3,200,8,
868159267594982391,Amazing 60+sq meter NEW-built apartment,45045759,Tammy,Pankow,Blankenburg/Heinersdorf/Märchenland,52.562659252534004,13.430991152715293,Entire home/apt,109,2,23,2025-05-25,0.96,2,15,12,03/Z/RA/008083-23
868212245432971852,"Modernes, helles Townhouse im Prenzlauer Berg",5130861,Julia,Pankow,Prenzlauer Berg Nord,52.547813412041585,13.427599278511508,Entire home/apt,,5,3,2025-04-21,0.13,2,0,2,03/Z/RA/009152-24
868605239149074846,LANG Li by Rockchair |Family & Business Apt. 2 BR,155105708,Sören,Tempelhof - Schöneberg,Schöneberg-Süd,52.489418243936576,13.361066542987748,Entire home/apt,139,1,72,2025-06-16,2.76,27,345,30,
868692089761371367,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.5516337,13.4144614,Entire home/apt,138,90,0,,,323,80,0,
868694602077634540,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.5516337,13.4144614,Entire home/apt,190,90,0,,,323,124,0,
868904063319864225,13 Blue Chili Berlin Top City location 8 Pers,441059765,Markus,Lichtenberg,Alt-Lichtenberg,52.5135943,13.5006767,Entire home/apt,107,2,57,2025-04-07,2.21,11,325,19,
869213672074123169,Lovely room close to the Messe,509983404,Nina,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51551960729748,13.303709947263219,Private room,208,92,0,,,2,89,0,
869277761403785986,Luxuriöses Ferienhaus im Grünen,509993118,Sascha,Pankow,Buchholz,52.6105197,13.4153303,Entire home/apt,291,6,5,2024-08-01,0.21,1,28,2,03/Z/RA/007649-22
869405260232971349,Home in Neukölln,960617,Sean,Neukölln,Neuköllner Mitte/Zentrum,52.46352,13.43805,Entire home/apt,,4,3,2025-06-09,0.24,1,0,2,08/Z/RA/013530-23
870337252829082971,Schöne und top renovierte Wohnung 10 mn von Mitte,33876433,Przemek,Reinickendorf,Ost 1,52.56416,13.3658,Entire home/apt,117,92,1,2023-10-01,0.05,1,364,0,
870502477075128871,Your lovely 2-room apartment,75365017,Wael,Neukölln,Rudow,52.403384000983735,13.505650878891043,Entire home/apt,65,92,0,,,1,365,0,
870650589340922089,Einzimmerwohnung + Dusche und WC,390639255,Mert,Charlottenburg-Wilm.,Westend,52.52056,13.26308,Private room,83,3,0,,,1,359,0,04/Z/AZ/008411-18
870725114643393432,Centrally located apartment near the river Spree!,510264307,Ferdinand,Mitte,Moabit West,52.5258647,13.3243098,Entire home/apt,,92,4,2024-09-30,0.18,1,28,1,
870734314195650123,Dachwohnung mit weitem Blick,24512572,Ruth,Tempelhof - Schöneberg,Schöneberg-Süd,52.48654,13.37299,Entire home/apt,210,5,5,2025-01-02,0.21,1,184,2,07/Z/RA/012856-22
871402790401886934,Neu möblierte Loft Wohnung in Berlin,341766711,Michele,Marzahn - Hellersdorf,Kaulsdorf,52.4986936,13.5787532,Entire home/apt,34,92,1,2023-08-22,0.04,4,263,0,
871474751401841561,Bright and spacious top floor apartment,31224659,Nadim,Neukölln,Reuterstraße,52.4847774,13.4304153,Entire home/apt,127,4,32,2025-06-06,1.28,1,327,14,08/Z/RA/012646-23
872271908144371159,Apartment mit 1 Schlafzimmer,506565298,Igor,Charlottenburg-Wilm.,Düsseldorfer Straße,52.4975239,13.31834,Entire home/apt,331,1,0,,,2,90,0,
872303357706717244,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.5516337,13.4144614,Entire home/apt,144,90,0,,,323,263,0,
872306873107991475,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.5516337,13.4144614,Entire home/apt,140,90,0,,,323,232,0,
872374965989252506,Spacious Attic,510627278,Caroline,Steglitz - Zehlendorf,Ostpreußendamm,52.43636534760928,13.323886292342308,Private room,42,92,0,,,4,231,0,
872432856424783408,Wunderschöne Altbau-Wohnung in Pberg,510653577,Izabela,Pankow,Prenzlauer Berg Nordwest,52.553544070199486,13.409813323142552,Entire home/apt,72,3,7,2024-06-23,0.28,1,105,1,03/Z/RA/007984-23
872921293899738300,Luxury Penthouse In the Heart of Berlin,160086129,Stefania,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52366,13.43788,Entire home/apt,211,3,44,2025-05-25,1.67,1,94,12,02/Z/RA/017319-23
872948647758534094,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.551494,13.4145912,Entire home/apt,,90,0,,,323,276,0,
873095745444362602,Cosy Prenzlauer Berg for two,510794554,Uwe,Pankow,Prenzlauer Berg Nordwest,52.546138241245885,13.41071722703105,Entire home/apt,128,4,28,2025-06-12,1.10,1,27,7,03/Z/RA/010327-25
873187644383309786,Studio in monumental Stalinallee,152696996,Sven,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51676742370657,13.4592541015959,Entire home/apt,,5,5,2023-09-22,0.21,1,0,0,02/Z/RA/017325-23
873230612368758488,"2 luxus APTs Mitte, 130m2, 3SZ, 2B, 2Kü, 5min HBF",193731690,Ludger,Mitte,Brunnenstr. Süd,52.52873,13.38773,Entire home/apt,187,2,68,2025-06-17,2.70,14,266,28,
873569558862470145,Very cosy flat in Köpenick,17446447,Anvar,Treptow - Köpenick,Altstadt-Kietz,52.44364,13.58028,Entire home/apt,86,7,2,2024-08-04,0.17,1,226,2,
873758796090219151,Souterrain Zimmer im buddhistischen Haus,147647876,Dharma Mati,Charlottenburg-Wilm.,Westend,52.51644188832311,13.2804602258492,Private room,62,2,9,2025-03-06,0.36,7,152,4,04/Z/AZ/013446-23
873798195454917473,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.5516337,13.4144614,Entire home/apt,144,90,0,,,323,232,0,
873801212285603654,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.551494,13.4145912,Entire home/apt,140,90,0,,,323,60,0,
873801506164008251,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.55149,13.41459,Entire home/apt,309,90,0,,,323,0,0,
874282587412354154,Triple Streetlife (Lindemann's),215178674,Maarten,Tempelhof - Schöneberg,Schöneberg-Nord,52.4937768,13.3613533,Private room,176,1,70,2025-06-09,2.80,8,194,39,
874477888648564103,Spree Studio,511072350,Nena Apartments,Treptow - Köpenick,Niederschöneweide,52.4525222,13.5278652,Entire home/apt,147,1,121,2025-06-01,4.76,4,357,35,
874499751843120722,City Apartment,511072350,Nena Apartments,Treptow - Köpenick,Niederschöneweide,52.4525222,13.5278652,Entire home/apt,191,1,243,2025-05-25,9.57,4,357,65,
874510405146009515,Spree Apartment,511072350,Nena Apartments,Treptow - Köpenick,Niederschöneweide,52.4525222,13.5278652,Entire home/apt,221,1,15,2025-01-02,0.59,4,352,4,
874539280573538923,Loft,511072350,Nena Apartments,Treptow - Köpenick,Niederschöneweide,52.4525222,13.5278652,Entire home/apt,159,1,46,2025-05-30,1.85,4,342,24,
875425262628117084,Penthouse with roof-top terrace,355438179,Michael,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.523107622669336,13.440686724458454,Entire home/apt,252,75,7,2024-08-18,0.28,1,228,3,07/Z/AZ/008471-18
875734383698298072,Designer Apartment ideal for two,511048242,Ksenia,Steglitz - Zehlendorf,Teltower Damm,52.4339942365833,13.272978526517106,Entire home/apt,75,4,19,2025-06-10,0.73,1,56,13,06/Z/RA/004373-23
875898662074823362,Traumhafte Dachterrassenwohnung,21821419,Janina,Pankow,Prenzlauer Berg Südwest,52.5396818117187,13.416116768786601,Entire home/apt,239,6,13,2025-04-27,0.57,1,10,8,03/Z/RA/008215-23
875916834608115228,Schöne Wohnung in Berlin Mitte,227943897,Ulrike,Mitte,Brunnenstr. Süd,52.53295596564487,13.40255024289193,Entire home/apt,130,92,9,2024-09-23,0.36,1,171,2,01/Z/RA/15483-23
875943120443219296,"großzügige, freundliche, helle Whg, Blick ins Grün",11958289,Silke,Pankow,Pankow Zentrum,52.56643413112067,13.39230663545725,Entire home/apt,210,3,3,2024-08-06,0.20,1,208,2,03/Z/RA/008213-23
876059721744383453,Central and bright apartment in quiet area,17805215,Lina,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.514748636241954,13.445204169677446,Entire home/apt,176,5,4,2024-07-11,0.16,1,10,1,02/Z/RA/017219-23
876203248074423718,Design-Penthouse,473509110,Ali,Reinickendorf,Nord 1,52.61245291145623,13.315422311425209,Entire home/apt,206,1,34,2025-06-12,6.04,1,316,34,
876558457759520426,little paradise in Leinestraße,3733003,Alina,Neukölln,Schillerpromenade,52.4730577,13.4261378,Entire home/apt,102,2,29,2025-06-07,1.30,1,67,11,08/Z/RA/012709-23
876843275486604030,Global Living: Central | Kitchen | Smart-TV,490005016,Global Living,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.500733,13.4132996,Entire home/apt,273,1,52,2025-05-04,2.04,7,323,17,
876911337018472668,Cosy Room Berlin with Easy Transportation,24700369,Xin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47903537614787,13.33137640256974,Private room,54,5,39,2025-05-18,1.84,1,95,21,04/Z/AZ/014393-23
877317673589406186,Naturnah ruhig schlafen,22815205,Bonny,Tempelhof - Schöneberg,Tempelhof,52.46370970451167,13.416467599622296,Entire home/apt,48,92,0,,,1,365,0,
877394884039006809,"Blueground | Prenzlauer Berg, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nord,52.551494,13.4145912,Entire home/apt,140,90,0,,,323,244,0,
877395158265642458,"Blueground | Kreuzberg, furnished, central area",434485440,Blueground,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.4995609,13.4287261,Entire home/apt,91,90,0,,,323,172,0,
877458875897322714,Comfortable charming flat,511706583,Meltem,Spandau,Brunsbütteler Damm,52.52856108285991,13.160769220123909,Entire home/apt,65,2,24,2025-06-14,0.96,3,359,9,05/ZA/Z/010748-23
877951068680040055,Double balcony maisonette,11234253,Alice,Pankow,Prenzlauer Berg Ost,52.52843668476132,13.448659566154515,Entire home/apt,,3,8,2025-04-27,0.34,1,0,5,03/z/ra/008245-23
878001369200649673,Deluxe Balkon Zimmer,342119665,KPM Hotel & Residences,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.515715,13.332439,Private room,275,1,3,2024-10-11,0.12,15,195,1,
878036629018564492,"Blueground | Prenzlauer Berg, elev, nr Mauerpark",434485440,Blueground,Pankow,Prenzlauer Berg Nordwest,52.55186,13.41186,Entire home/apt,192,90,0,,,323,325,0,
878134133002416779,"See, Stadt und Garten!",3875203,Britta,Reinickendorf,West 5,52.58825317924718,13.278145382967928,Private room,69,2,20,2025-02-07,0.82,1,242,4,12/Z/AZ/004981-23
878313640342175143,Cozy Apartment in Berlin-Mitte,383893301,Thomas,Mitte,Alexanderplatz,52.5119377,13.4133867,Entire home/apt,147,1,172,2025-06-19,6.64,2,250,80,01/Z/AZ/015233-23
878419932028808045,Private room in beautiful flat in Prenzlauer Berg,3611574,Cana,Pankow,Helmholtzplatz,52.54736680603084,13.418799505042832,Private room,88,3,0,,,1,164,0,03/Z/RA/008978-24
878725849430335668,Lichtdurchflutet mit 2 Balkonen,16845645,Valentin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50395076094345,13.413976383367116,Entire home/apt,351,4,25,2025-06-03,0.99,1,293,10,01/Z/RA/015199-23
878795350258898871,Sunny designer apartment,18054172,Tom,Pankow,Pankow Süd,52.553764030552735,13.425445114044148,Entire home/apt,68,92,0,,,1,324,0,
878823475035435524,"80m2 Work-Play Suite XBerg, 2SZ, XL TV, 10min Alex",193731690,Ludger,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49975021649878,13.413523612252234,Entire home/apt,111,1,66,2025-05-02,2.87,14,258,31,
878826177428184607,"155m2 Fam. APT, 5SZ, 3B, Kinderzimmer, 11min Alex",193731690,Ludger,Pankow,Prenzlauer Berg Süd,52.53774,13.43018,Entire home/apt,257,2,98,2025-06-09,3.78,14,249,42,
878834565543069707,medina - 2 bedrooms apartment in friedrichshain,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49794,13.46,Entire home/apt,143,92,0,,,58,262,0,
878927610471054839,Flattering Berlin 5-14,512039689,Flattering,Mitte,Wedding Zentrum,52.54982,13.36936,Entire home/apt,107,3,103,2025-06-01,4.66,15,330,60,01/Z/NA/014615-22
878973986242713272,120sqm Design-Apartment with parking and terrace.,105265433,Silas,Pankow,Weißensee,52.55832,13.44029,Entire home/apt,158,1,11,2025-04-04,0.44,1,11,4,03/Z/RA/008123-23
879016831704584916,"Unique modern industrial Loft in
Prenzlauer Berg!",166527633,Marc,Pankow,Prenzlauer Berg Südwest,52.53502,13.42208,Entire home/apt,50,92,0,,,1,180,0,
879436049447670525,Bright and quiet room in loft,14536019,Naagma,Neukölln,Neuköllner Mitte/Zentrum,52.48522572160238,13.42594900533899,Private room,48,93,0,,,1,365,0,
879501983568720365,BAENA - 2 bedroom apartment in Kreuzberg,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48617,13.37546,Entire home/apt,106,92,0,,,58,260,0,
879653438579452099,Flattering Wedding - 3L,512039689,Flattering,Mitte,Wedding Zentrum,52.54815422141031,13.367742609161473,Entire home/apt,160,1,144,2025-06-02,6.73,15,300,77,01/Z/NA/014618-22
880158390857828347,Family Friendly Flat in the Heart of Alt-Köpenick,238667700,Dimic,Treptow - Köpenick,Altstadt-Kietz,52.44544636710092,13.577246484655783,Entire home/apt,90,95,0,,,1,358,0,
880324454862645598,Sonniges Balkonzimmer,146598615,Katie,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51770737844453,13.286675065755844,Private room,57,2,56,2025-06-19,2.19,1,138,36,04/Z/AZ/009197-19
880454711159769066,Dachgeschoss Zimmer über den Dächern der Stadt,59696083,Tilmann,Reinickendorf,Ost 2,52.56408,13.35797,Private room,,7,28,2024-11-20,1.10,1,1,7,12/Z/AZ/004956-23
880827130881328654,Gartenloft am Tempelhofer Feld in Top Lage!,101844295,Jessica,Tempelhof - Schöneberg,Tempelhof,52.4797241,13.3844915,Entire home/apt,119,2,5,2025-06-15,1.97,1,167,5,07/Z/AZ/019988-25
880854026585355914,Apartment in Kreuzberg,28045809,Isabell,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.501417795842855,13.434736530084683,Entire home/apt,,3,3,2024-03-10,0.16,1,0,0,02/Z/RA/017396-23
881082549976607654,Flattering Berlin 4 - 7,512039689,Flattering,Mitte,Wedding Zentrum,52.550086857219476,13.36901754598701,Entire home/apt,184,1,87,2025-06-04,3.98,15,325,47,01/Z/NA/014613-22
881100962020102125,Flattering Berlin 18,512039689,Flattering,Mitte,Wedding Zentrum,52.55013,13.36721,Entire home/apt,181,1,205,2025-06-01,9.46,15,297,128,01/Z/NA/014603-22
881117426754466812,Cozy studio in the city!,190994480,Zoe,Pankow,Prenzlauer Berg Süd,52.5359,13.43178,Entire home/apt,,2,44,2025-06-01,1.83,1,0,20,03/Z/RA/007484-22
881630864573699226,Himmelsstube,21205370,Christopher,Pankow,Helmholtzplatz,52.5452098950687,13.416381791540543,Entire home/apt,,5,6,2024-12-12,0.28,1,0,2,03/Z/RA/008409-23
882373906707433781,"Kreuzberg 36, in the middle of!",20368435,Hans-Peter,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.4994793,13.4162271,Private room,74,3,60,2025-05-29,2.33,1,26,22,02/Z/AZ/017377-23
882484427272036382,adamuz - 1 bedroom apartment in friedrichshain,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.522635787990204,13.43962781994806,Entire home/apt,145,92,0,,,58,305,0,
882487941788409887,grazalema - 1 bedroom apartment in prenzlauer berg,449692327,Ukio Germany,Pankow,Prenzlauer Berg Nord,52.55035962950826,13.417431419567919,Entire home/apt,75,92,0,,,58,323,0,
882496978820427035,juvilez - 1 bedroom apartment in prenzlauer berg,449692327,Ukio Germany,Pankow,Prenzlauer Berg Nord,52.55026,13.41702,Entire home/apt,,92,0,,,58,332,0,
882500706211385704,manila - 1 bedroom apartment in prenzlauer berg,449692327,Ukio Germany,Pankow,Prenzlauer Berg Nord,52.55242,13.41571,Entire home/apt,106,92,0,,,58,173,0,
882504556065055659,genera - 1 bedroom apartment with terrace in wilmersdorf,449692327,Ukio Germany,Charlottenburg-Wilm.,Barstraße,52.485600425473145,13.317858721816323,Entire home/apt,108,92,0,,,58,298,0,
882509101938845367,Berja - 2 bedrooms in Friedrichshain,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51538858774701,13.473887034167833,Entire home/apt,139,92,0,,,58,228,0,
882512093712909709,marchena - 1 bedroom apartment in tiergarten,449692327,Ukio Germany,Mitte,Moabit West,52.53025697544059,13.328807609862,Entire home/apt,86,92,0,,,58,137,0,
882515696284645984,orgiva - 1 bedroom apartment in tiergarten,449692327,Ukio Germany,Mitte,Moabit West,52.52840823649706,13.327957932190952,Entire home/apt,,92,0,,,58,0,0,
882521228919637098,arcos - 1 bedroom apartment in tiergarten,449692327,Ukio Germany,Mitte,Moabit West,52.52989223818538,13.328976549709578,Entire home/apt,73,92,0,,,58,292,0,
882524735229064604,hornos - 1 bedroom apartment in kreuzberg,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48736,13.37547,Entire home/apt,120,92,0,,,58,291,0,
882528729415287006,alanis - 1 bedroom apartment with office in schoeneberg,449692327,Ukio Germany,Tempelhof - Schöneberg,Schöneberg-Nord,52.49236,13.3667,Entire home/apt,,92,0,,,58,0,0,
882626148817032450,Location perfect Bright & Artsy F’Hain Warschr,8768401,Jill,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510336471905106,13.45209319190012,Entire home/apt,97,3,37,2025-05-25,1.51,1,114,15,02/Z/AZ/017038-23
883072975936589880,serena - 1 bedroom apartment in friedrichshain,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50411222827858,13.44058204105804,Entire home/apt,,92,0,,,58,1,0,
883092951228612026,agron - 1 bedroom apartment in kreuzberg,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48657,13.37552,Entire home/apt,81,92,0,,,58,291,0,
883101643788879638,Conil - 3 bedrooms in Kreuzberg,449692327,Ukio Germany,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.499803752779854,13.429772615784888,Entire home/apt,113,92,1,2024-12-20,0.16,58,159,1,
883105056436404453,Orce - 2 bedrooms in Kreuzberg,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49889,13.38557,Entire home/apt,,92,0,,,58,2,0,
883109654091770007,Jun - Studio in Prenzlauer Berg,449692327,Ukio Germany,Pankow,Prenzlauer Berg Nord,52.548390868406095,13.41720085776548,Entire home/apt,76,92,0,,,58,319,0,
883114666852214628,Otivar - 1 bedroom and terrace in Schöneberg,449692327,Ukio Germany,Mitte,Tiergarten Süd,52.501269896694176,13.359095722556242,Entire home/apt,110,92,0,,,58,256,0,
883119041258578404,Berlinhome Apartment Köpenick,490722788,Svetlana,Treptow - Köpenick,Oberschöneweide,52.46116139999999,13.5238518,Entire home/apt,412,3,3,2023-08-06,0.12,3,0,0,
883120080299633560,telera - 2 bedroom apartment in prenzlauer berg,449692327,Ukio Germany,Pankow,Helmholtzplatz,52.54609,13.41836,Entire home/apt,129,92,0,,,58,230,0,
883130194850447059,laroya - 1 bedroom apartment in kreuzberg,449692327,Ukio Germany,Tempelhof - Schöneberg,Tempelhof,52.48238,13.38128,Entire home/apt,58,92,0,,,58,293,0,
883133822097932134,espera - 2 bedrooms apartment with terrace in friedrichshain,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.4968,13.46542,Entire home/apt,182,92,0,,,58,317,0,
883138718987936056,formi - 1 bedroom apartment in prenzlauer berg,449692327,Ukio Germany,Pankow,Prenzlauer Berg Südwest,52.53377,13.40948,Entire home/apt,113,92,0,,,58,106,0,
883167005012786352,bera - 2 bedrooms duplex apartment with terrace in mitte,449692327,Ukio Germany,Mitte,Alexanderplatz,52.51179,13.42116,Entire home/apt,143,92,0,,,58,231,0,
883170969454616982,alos - 2 bedrooms apartment in wilmersdorf,449692327,Ukio Germany,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49773,13.31351,Entire home/apt,127,92,0,,,58,277,0,
883176799639049487,maou - 1 bedroom apartment with balcony in prenzlauer berg,449692327,Ukio Germany,Pankow,Prenzlauer Berg Süd,52.53194609939053,13.423462198681111,Entire home/apt,,92,0,,,58,29,0,
883181592486515781,aze - studio with lake access in charlottenburg,449692327,Ukio Germany,Charlottenburg-Wilm.,Neue Kantstraße,52.50663,13.29027,Entire home/apt,104,92,0,,,58,322,0,
883184746971403130,taga - 1 bedroom apartment with balcony in prenzlauer berg,449692327,Ukio Germany,Pankow,Helmholtzplatz,52.54464,13.4218,Entire home/apt,72,92,0,,,58,260,0,
883188278048303284,roncal - 3 bedrooms apartment with balcony in friedrichshain,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511541032329276,13.455690977598032,Entire home/apt,104,92,0,,,58,112,0,
883193612117135375,bisau - 1 bedroom apartment with balcony in prenzlauer berg,449692327,Ukio Germany,Pankow,Helmholtzplatz,52.54539885738688,13.42305092060046,Entire home/apt,120,92,2,2024-07-07,0.13,58,232,1,
883204239041427434,escalo - studio with terrace in wilmersdorf,449692327,Ukio Germany,Charlottenburg-Wilm.,Barstraße,52.49118415824313,13.321039524069226,Entire home/apt,130,92,0,,,58,320,0,
883212596005880537,Guzet - 4 bedrooms in Friedrichshain,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51092912519187,13.455293977211127,Entire home/apt,132,92,0,,,58,291,0,
883216292575733537,muga - 1 bedroom apartment in kreuzberg,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49912798387855,13.38501393060304,Entire home/apt,87,92,0,,,58,150,0,
883227411718479348,laruns - 2 bedrooms apartment with balcony in wilmersdorf,449692327,Ukio Germany,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49488306341941,13.311945485072135,Entire home/apt,,92,0,,,58,0,0,
883232059860027585,casau - 1 bedroom apartment with terrace in schoeneberg,449692327,Ukio Germany,Tempelhof - Schöneberg,Schöneberg-Nord,52.49407141271289,13.366941372296077,Entire home/apt,139,92,0,,,58,302,0,
883240626838367147,Garde - 2 bedrooms apartment in Kreuzberg,449692327,Ukio Germany,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49923,13.38592,Entire home/apt,117,92,0,,,58,292,0,
883247004468890860,Danakil - 1 bedroom in Mitte,449692327,Ukio Germany,Mitte,Alexanderplatz,52.5119,13.41387,Entire home/apt,111,92,0,,,58,256,0,
883250738882464488,granada - 1 bedroom apartment with terrace in mitte,449692327,Ukio Germany,Mitte,Alexanderplatz,52.526042015203565,13.385986190116771,Entire home/apt,,92,0,,,58,17,0,
883254534249674561,canena - 1 bedroom apartment with terrace in wilmersdorf,449692327,Ukio Germany,Charlottenburg-Wilm.,Halensee,52.498270463953666,13.291870036898842,Entire home/apt,96,92,0,,,58,257,0,
883283639565082579,Ferienwohnung im Prenzlauer Berg,512973714,Fatos,Pankow,Helmholtzplatz,52.54379993072581,13.424856198302024,Entire home/apt,180,2,60,2025-06-15,2.36,1,296,23,
883388721588232673,Neubau im Grünen,43025974,Max,Neukölln,Neuköllner Mitte/Zentrum,52.4769922619645,13.436824791133406,Private room,76,1,60,2025-06-05,2.33,2,57,19,08/Z/AZ/012563-23
883470688094282089,Gemütliches Zimmer direkt am Viktoriapark,513025768,Julian,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48543,13.38006,Private room,70,2,29,2025-06-18,1.32,1,3,12,07/Z/AZ/015423-23
883771068033022680,sonnige Altbauwohnung in Kreuzberg,394417947,Amelie,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49866,13.4405,Private room,95,4,3,2024-09-30,0.12,1,14,2,02/Z/AZ/017066-23
883790539886222185,"Blueground | Friedrichshain, nr E Side Gallery",434485440,Blueground,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51099749999999,13.4583393,Entire home/apt,108,90,1,2024-10-02,0.11,323,273,1,
883861018207015634,"The Tieckstr, luxury downtown backyard house upto7",513092388,Leonid,Mitte,Brunnenstr. Süd,52.5289106,13.3868541,Entire home/apt,355,3,31,2025-06-13,1.23,1,282,9,
883954406608704668,"Spacious, stylish, & quiet retreat in cool area",512283213,Ella,Mitte,Brunnenstr. Nord,52.5451,13.37375,Private room,84,1,25,2025-06-06,1.00,1,6,8,21/4/66/456987-55
884025877402223579,Mauerpark design apartment,513137803,Mathias,Pankow,Prenzlauer Berg Nordwest,52.545838993196874,13.403961442911395,Entire home/apt,87,1,130,2025-06-08,5.03,2,32,53,
884496535945805988,Penthouse-Bereich/ Dachterrasse,4286037,Katharina,Lichtenberg,Rummelsburger Bucht,52.49488,13.486,Private room,121,3,19,2024-12-07,0.77,1,160,7,11/Z/AZ/002742-23
884538984808125857,Neukölln/Maybachufer/Kreuzberg,4737495,Cigdem,Neukölln,Reuterstraße,52.489268380328355,13.43221604102739,Entire home/apt,102,4,10,2024-11-05,0.48,2,32,4,08/Z/AZ/012733-23
884538994646967353,Neukölln/Kreuzberg/Maybachufer,4737495,Cigdem,Neukölln,Reuterstraße,52.488580577902134,13.434340969049146,Entire home/apt,106,4,19,2025-06-02,0.90,2,48,11,08/Z/AZ/012733-23
884864056463745746,Schönes  Großes Bett Zimmer 10 Minuten von Ku’damm,409313594,Georges,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4939139,13.3261861,Private room,55,1,40,2024-09-28,1.57,1,224,10,
885101403587888290,Doppelzimmer Straßenseite,32154413,Michael,Lichtenberg,Alt-Lichtenberg,52.5268613,13.4876064,Private room,186,1,11,2024-08-17,0.46,4,144,2,
885179300506314930,Doppelzimmer Hofseite,32154413,Michael,Lichtenberg,Alt-Lichtenberg,52.5268613,13.4876064,Private room,200,1,5,2023-12-10,0.22,4,142,0,
885189408945179727,Suite,32154413,Michael,Lichtenberg,Alt-Lichtenberg,52.5268613,13.4876064,Private room,243,1,0,,,4,129,0,
